fixture,code,cluster,measure,page,staff,voice,expectedOnset,generatedOnset,onsetDiff,expectedPitch,generatedPitch,expectedChord,generatedChord,fragmentedSameClef,sequentialSameXCount,duplicateOwnershipCount
piano-dense-advanced-vector,extra-note,nearby-voices-incorrectly-merged,3,,1,1,,1.5,,,C#5,,,,,
piano-dense-advanced-vector,incorrect-chord,nearby-voices-incorrectly-merged,3,,,,,,,,,A4 C#5 E5,A#4 C#5 C#5 F5,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,3,,,,,,,,,B4 D#5 F#5,C5 D#5 F5,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,3,,,,,,,,,A4 C#5 E5,A#4 C#5 F5,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,3,,,,,,,,,G#4 C5 D#5,G#4 C#5 D#5,,,
piano-dense-advanced-vector,incorrect-chord,note-dropped-during-packing,3,,,,,,,,,E4 G#4 B4,G#4,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,3,,,,,,,,,F#4 A#4 C#5,F4 A#4 C#5,,,
piano-dense-advanced-vector,incorrect-chord,nearby-voices-incorrectly-merged,3,,,,,,,,,G#4 C5 D#5,F4 G#4 C5 D#5,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,3,,,,,,,,,F#4 A#4 C#5,F4 A#4 C#5,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,0,0.5,0.5,F4,F4,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,0,0.5,0.5,A4,A4,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,0,0.5,0.5,C5,C5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,0.5,1,0.5,G4,G4,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,0.5,1,0.5,B4,B4,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,1,1.5,0.5,E5,E5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,1.5,2,0.5,F5,F5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,3,2.5,0.5,C#5,C#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,3,2.5,0.5,E5,E5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,3.5,3,0.5,G4,G4,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,3.5,3,0.5,B4,B4,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,2,2,0,0.5,0.5,F2,F2,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,2,2,0,0.5,0.5,C3,C3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,2,2,0,0.5,0.5,F3,F3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,2,2,1,1.5,0.5,G2,G2,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,2,2,1,1.5,0.5,D3,D3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,2,2,3,2.5,0.5,A#2,A#2,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,2,2,3,2.5,0.5,F3,F3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,0.5,1,0.5,D5,D#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,1,1.5,0.5,A4,A#4,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,1,1.5,0.5,C#5,C5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,3,2.5,0.5,A4,A#4,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,3.5,3,0.5,D5,D#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,4,,1,1,2,1.5,0.5,G5,E5,,,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,4,,,,,,,,,A#4 D5 F5,A#4 D#5 F5,,,
piano-dense-advanced-vector,incorrect-chord,same-chord-split-across-onsets,4,,,,,,,,,C5 E5 G5,C#5 E5 E5,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,4,,,,,,,,,A#4 D5 F5,A#4 D#5 E5,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,4,,,,,,,,,G4 B4 D5,G4 B4 D#5,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,4,,,,,,,,,A4 C#5 E5,A#4 C5 E5,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,4,,,,,,,,,A4 C#5 E5,A#4 C#5 E5,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,4,,,,,,,,,G4 B4 D5,G4 B4 D#5,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,1,1,2,2.25,0.25,F#5,F#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,1,1,0.5,0.75,0.25,A4,A4,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,1,1,3,2.75,0.25,B4,B4,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,1,1,3,3.25,0.25,D#5,D#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,1,1,3.5,3.25,0.25,A4,A4,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,1,1,3.5,3.25,0.25,C#5,C#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,1,1,1,1.5,0.5,D#5,D#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,1,1,1,1.5,0.5,F#5,F#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,2,2,3,2.75,0.25,C3,C3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,1,1,1.5,2,0.5,G5,G5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,1,1,2.5,2.25,0.25,C5,C#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,1,1,2.5,2.25,0.25,E5,D#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,1,1,0.5,0.75,0.25,C#5,C5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,1,1,3,2.75,0.25,F#5,F5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,1,1,1.5,1,0.5,E5,F5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,2,2,2,1.5,0.5,F#3,F3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,2,2,3,2.75,0.25,G3,F3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,1,1,2.5,2,0.5,G5,F5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,5,,1,1,3.5,2.75,0.75,E5,C#5,,,,,
piano-dense-advanced-vector,missing-note,note-dropped-during-packing,5,,1,1,2,,,A5,,,,,,
piano-dense-advanced-vector,extra-note,nearby-voices-incorrectly-merged,5,,1,1,,1,,,C5,,,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,5,,,,,,,,,C5 E5 G5,C5 F5 G5,,,
piano-dense-advanced-vector,incorrect-chord,same-chord-split-across-onsets,5,,,,,,,,,G4 B4 D5,G4 B4 C5,,,
piano-dense-advanced-vector,incorrect-chord,nearby-voices-incorrectly-merged,5,,,,,,,,,B4 D#5 F#5,B4 C5 D#5 F#5,,,
piano-dense-advanced-vector,incorrect-chord,note-dropped-during-packing,5,,,,,,,,,D5 F#5 A5,C#5 F#5,,,
piano-dense-advanced-vector,incorrect-chord,same-chord-split-across-onsets,5,,,,,,,,,G2 D3 G3,G2 D3 F3,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,5,,,,,,,,,B2 F#3,B2 F3,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,5,,,,,,,,,A4 C#5 E5,A4 C5 D#5,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,5,,,,,,,,,B4 D#5 F#5,B4 D#5 F5,,,
piano-dense-advanced-vector,incorrect-chord,same-chord-split-across-onsets,5,,,,,,,,,A4 C#5 E5,A4 C#5 C#5,,,
piano-dense-advanced-vector,incorrect-chord,same-chord-split-across-onsets,5,,,,,,,,,C3 G3,C3 F3,,,
piano-dense-advanced-vector,incorrect-chord,same-chord-split-across-onsets,5,,,,,,,,,C5 E5 G5,C#5 D#5 F5,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,1,1,0,0.5,0.5,C#5,C#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,1,1,0.5,1,0.5,B4,B4,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,1,1,1,1.5,0.5,G#5,G#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,1,1,1.5,2,0.5,A5,A5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,1,1,2.5,2,0.5,F#5,F#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,1,1,2,2.5,0.5,G#5,G#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,1,1,3.5,3,0.5,F#5,F#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,1,1,3.5,3,0.5,B4,B4,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,2,2,0,0.5,0.5,A2,A2,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,2,2,0,0.5,0.5,E3,E3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,2,2,1,1.5,0.5,B2,B2,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,2,2,3,2.5,0.5,D3,D3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,1,1,0,0.5,0.5,A4,A#4,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,2,2,1,0.5,0.5,F#3,G3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,2,2,2,2.5,0.5,G#3,G3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,1,1,3,2.5,0.5,G#5,F5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,6,,1,1,2,1.5,0.5,B5,F5,,,,,
piano-dense-advanced-vector,missing-note,note-dropped-during-packing,6,,1,1,0,,,E5,,,,,,
piano-dense-advanced-vector,missing-note,note-dropped-during-packing,6,,1,1,0.5,,,F#5,,,,,,
piano-dense-advanced-vector,missing-note,note-dropped-during-packing,6,,1,1,3.5,,,D#5,,,,,,
piano-dense-advanced-vector,missing-note,note-dropped-during-packing,6,,2,2,0,,,A3,,,,,,
piano-dense-advanced-vector,missing-note,note-dropped-during-packing,6,,2,2,3,,,A3,,,,,,
piano-dense-advanced-vector,extra-note,nearby-voices-incorrectly-merged,6,,1,1,,1.5,,,C#5,,,,,
piano-dense-advanced-vector,extra-note,nearby-voices-incorrectly-merged,6,,1,1,,1.5,,,F5,,,,,
piano-dense-advanced-vector,extra-note,nearby-voices-incorrectly-merged,6,,1,1,,2.5,,,C#5,,,,,
piano-dense-advanced-vector,extra-note,nearby-voices-incorrectly-merged,6,,2,2,,1.5,,,F3,,,,,
piano-dense-advanced-vector,extra-note,nearby-voices-incorrectly-merged,6,,2,2,,2,,,F#3,,,,,
piano-dense-advanced-vector,incorrect-chord,note-dropped-during-packing,6,,,,,,,,,B4 D#5 F#5,B4 D#5,,,
piano-dense-advanced-vector,incorrect-chord,nearby-voices-incorrectly-merged,6,,,,,,,,,D5 F#5 A5,C#5 C#5 F5 F#5 A5,,,
piano-dense-advanced-vector,incorrect-chord,same-chord-split-across-onsets,6,,,,,,,,,C#5 F5 G#5,C#5 F5 F5,,,
piano-dense-advanced-vector,incorrect-chord,nearby-voices-incorrectly-merged,6,,,,,,,,,C#3 G#3,C#3 F#3 G3,,,
piano-dense-advanced-vector,incorrect-chord,note-dropped-during-packing,6,,,,,,,,,A4 C#5 E5,A#4 C#5,,,
piano-dense-advanced-vector,incorrect-chord,nearby-voices-incorrectly-merged,6,,,,,,,,,D5 F#5 A5,C#5 C#5 F5 F#5,,,
piano-dense-advanced-vector,incorrect-chord,same-chord-split-across-onsets,6,,,,,,,,,E5 G#5 B5,D#5 F5 G#5,,,
piano-dense-advanced-vector,incorrect-chord,note-dropped-during-packing,6,,,,,,,,,B4 D#5 F#5,B4 F#5,,,
piano-dense-advanced-vector,incorrect-chord,note-dropped-during-packing,6,,,,,,,,,A2 E3 A3,A2 E3,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,6,,,,,,,,,B2 F#3,B2 G3,,,
piano-dense-advanced-vector,incorrect-chord,note-dropped-during-packing,6,,,,,,,,,D3 A3,D3,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,1,1,1,1.5,0.5,D#5,D#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,1,1,1,1.5,0.5,A#5,A#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,1,1,2,1.5,0.5,F#5,F#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,1,1,2.5,2,0.5,G#5,G#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,1,1,2,2.5,0.5,A#5,A#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,1,1,3,2.5,0.5,D#5,D#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,1,1,3.5,3,0.5,G#5,G#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,1,1,3.5,3,0.5,C#5,C#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,1,1,3.5,3,0.5,F5,F5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,2,2,0,0.5,0.5,B2,B2,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,2,2,1,1.5,0.5,C#3,C#3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,1,1,0,0.5,0.5,B4,C5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,1,1,1.5,1,0.5,E5,F5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,1,1,2.5,2,0.5,E5,F5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,2,2,0,0.5,0.5,F#3,F3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,2,2,1,0.5,0.5,G#3,A3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,2,2,2,2.5,0.5,A#3,A3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,2,2,3,2.5,0.5,E3,F3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,1,1,3,2.5,0.5,A#5,F#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,7,,1,1,0.5,1,0.5,G#5,C#5,,,,,
piano-dense-advanced-vector,missing-note,note-dropped-during-packing,7,,1,1,0,,,D#5,,,,,,
piano-dense-advanced-vector,missing-note,note-dropped-during-packing,7,,1,1,0,,,F#5,,,,,,
piano-dense-advanced-vector,missing-note,note-dropped-during-packing,7,,2,2,0,,,B3,,,,,,
piano-dense-advanced-vector,missing-note,note-dropped-during-packing,7,,2,2,3,,,B3,,,,,,
piano-dense-advanced-vector,extra-note,nearby-voices-incorrectly-merged,7,,1,1,,1.5,,,C#5,,,,,
piano-dense-advanced-vector,extra-note,nearby-voices-incorrectly-merged,7,,1,1,,2.5,,,C#5,,,,,
piano-dense-advanced-vector,extra-note,nearby-voices-incorrectly-merged,7,,2,2,,1.5,,,F#3,,,,,
piano-dense-advanced-vector,extra-note,nearby-voices-incorrectly-merged,7,,2,2,,2,,,G#3,,,,,
piano-dense-advanced-vector,incorrect-chord,same-chord-split-across-onsets,7,,,,,,,,,C#5 F5 G#5,C#5 C#5 F5,,,
piano-dense-advanced-vector,incorrect-chord,nearby-voices-incorrectly-merged,7,,,,,,,,,E5 G#5 B5,C#5 F5 F#5 G#5,,,
piano-dense-advanced-vector,incorrect-chord,nearby-voices-incorrectly-merged,7,,,,,,,,,D#3 A#3,D#3 G#3 A3,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,7,,,,,,,,,D#5 G5 A#5,D#5 F#5 A#5,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,7,,,,,,,,,F#5 A#5 C#6,F#5 A#5 C6,,,
piano-dense-advanced-vector,incorrect-chord,nearby-voices-incorrectly-merged,7,,,,,,,,,E5 G#5 B5,C#5 F5 F#5 G#5,,,
piano-dense-advanced-vector,incorrect-chord,same-chord-split-across-onsets,7,,,,,,,,,D#5 G5 A#5,D#5 F#5 F#5,,,
piano-dense-advanced-vector,incorrect-chord,note-dropped-during-packing,7,,,,,,,,,B2 F#3 B3,B2 F3,,,
piano-dense-advanced-vector,incorrect-chord,remaining-pitch-masquerading-as-chord,7,,,,,,,,,C#3 G#3,C#3 A3,,,
piano-dense-advanced-vector,incorrect-chord,note-dropped-during-packing,7,,,,,,,,,B4 D#5 F#5,C5,,,
piano-dense-advanced-vector,incorrect-chord,note-dropped-during-packing,7,,,,,,,,,E3 B3,F3,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,8,,1,1,0,0.5,0.5,C5,C5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,8,,1,1,1,1.5,0.5,B5,B5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,8,,1,1,1.5,2,0.5,C6,C6,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,8,,1,1,2,2.5,0.5,B5,B5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,8,,2,2,0,0.5,0.5,C3,C3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,8,,2,2,1,1.5,0.5,D3,D3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,8,,2,2,2,2.5,0.5,B3,B3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,8,,2,2,0,0.5,0.5,C4,B3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,8,,2,2,3,2.5,0.5,F3,E3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,8,,1,1,3.5,3,0.5,D5,C5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,8,,2,2,0,0.5,0.5,G3,F3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,8,,2,2,1,1.5,0.5,A3,G3,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,8,,1,1,2.5,2,0.5,C6,A5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,8,,1,1,3,2.5,0.5,B5,G#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,8,,1,1,2,1.5,0.5,D6,G#5,,,,,
piano-dense-advanced-vector,onset-mismatch,complete-chord-wrong-onset,8,,1,1,0.5,1,0.5,A5,C5,,,,,
piano-dense-advanced-vector,missing-note,note-dropped-during-packing,8,,1,1,0,,,E5,,,,,,
piano-dense-advanced-vector,missing-note,note-dropped-during-packing,8,,1,1,0,,,G5,,,,,,
piano-dense-advanced-vector,missing-note,note-dropped-during-packing,8,,1,1,3.5,,,F#5,,,,,,
piano-dense-advanced-vector,missing-note,note-dropped-during-packing,8,,1,1,3.5,,,A5,,,,,,
piano-dense-advanced-vector,missing-note,note-dropped-during-packing,8,,2,2,3,,,C4,,,,,,
piano-dense-advanced-vector,extra-note,nearby-voices-incorrectly-merged,8,,1,1,,1.5,,,D5,,,,,
piano-dense-advanced-vector,extra-note,nearby-voices-incorrectly-merged,8,,1,1,,1.5,,,F#5,,,,,
piano-dense-advanced-vector,extra-note,nearby-voices-incorrectly-merged,8,,1,1,,2.5,,,D5,,,,,
piano-dense-advanced-vector,extra-note,nearby-voices-incorrectly-merged,8,,1,1,,2.5,,,E5,,,,,
piano-dense-advanced-vector,extra-note,nearby-voices-incorrectly-merged,8,,2,2,,2,,,A3,,,,,
piano-dense-advanced-vector,incorrect-chord,same-chord-split-across-onsets,8,,,,,,,,,D5 F#5 A5,C5 D5 F#5,,,
piano-dense-advanced-vector,incorrect-chord,nearby-voices-incorrectly-merged,8,,,,,,,,,F5 A5 C6,D5 E5 F#5 A5 A5,,,
piano-dense-advanced-vector,incorrect-chord,nearby-voices-incorrectly-merged,8,,,,,,,,,F5 A5 C6,D5 E5 F#5 A5 C6,,,
piano-dense-advanced-vector,incorrect-chord,same-chord-split-across-onsets,8,,,,,,,,,E5 G#5 B5,E5 G#5 G#5,,,
piano-dense-advanced-vector,incorrect-chord,nearby-voices-incorrectly-merged,8,,,,,,,,,E3 B3,E3 A3 B3,,,
piano-dense-advanced-vector,incorrect-chord,note-dropped-during-packing,8,,,,,,,,,C5 E5 G5,C5,,,
piano-dense-advanced-vector,incorrect-chord,same-chord-split-across-onsets,8,,,,,,,,,G5 B5 D6,F#5 G#5 B5,,,
piano-dense-advanced-vector,incorrect-chord,same-chord-split-across-onsets,8,,,,,,,,,C3 G3 C4,C3 F3 B3,,,
piano-dense-advanced-vector,incorrect-chord,same-chord-split-across-onsets,8,,,,,,,,,D3 A3,D3 G3,,,
piano-dense-advanced-vector,incorrect-chord,note-dropped-during-packing,8,,,,,,,,,F3 C4,E3,,,
piano-dense-advanced-vector,incorrect-chord,note-dropped-during-packing,8,,,,,,,,,D5 F#5 A5,C5,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,1,,1,1,2,2.5,0.5,A3,A3,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,1,,1,1,0,0.25,0.25,E4,F4,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,1,,1,1,1,1.5,0.5,C4,E4,,,,,
guitar-tab-sparse-vector,extra-note,nearby-voices-incorrectly-merged,1,,1,1,,2,,,C4,,,,,
guitar-tab-sparse-vector,incorrect-chord,nearby-voices-incorrectly-merged,1,,,,,,,,,A3,A3 C4,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,2,,1,1,1,1.25,0.25,A4,A4,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,2,,1,1,3,2.75,0.25,C4,C4,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,2,,1,1,0,0.5,0.5,E5,E5,,,,,
guitar-tab-sparse-vector,extra-note,nearby-voices-incorrectly-merged,2,,1,1,,0.25,,,F#4,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,3,,1,1,1,1.25,0.25,D4,D4,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,3,,1,1,3,2.75,0.25,G3,G3,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,3,,1,1,0,0.5,0.5,G4,G4,,,,,
guitar-tab-sparse-vector,extra-note,nearby-voices-incorrectly-merged,3,,1,1,,0.25,,,G4,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,4,,1,1,1,1.25,0.25,G4,G4,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,4,,1,1,3,2.75,0.25,B3,B3,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,4,,1,1,0,0.5,0.5,B4,B4,,,,,
guitar-tab-sparse-vector,extra-note,nearby-voices-incorrectly-merged,4,,1,1,,0.25,,,G#4,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,5,,1,1,2,2.5,0.5,A3,A3,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,5,,1,1,1,1.25,0.25,C4,E4,,,,,
guitar-tab-sparse-vector,extra-note,nearby-voices-incorrectly-merged,5,,1,1,,2,,,C4,,,,,
guitar-tab-sparse-vector,incorrect-chord,nearby-voices-incorrectly-merged,5,,,,,,,,,A3,A3 C4,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,6,,1,1,1,1.25,0.25,A4,A4,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,6,,1,1,3,2.75,0.25,C4,C4,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,6,,1,1,0,0.5,0.5,E5,E5,,,,,
guitar-tab-sparse-vector,extra-note,nearby-voices-incorrectly-merged,6,,1,1,,0.25,,,A#4,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,7,,1,1,1,1.25,0.25,D4,D4,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,7,,1,1,3,2.75,0.25,G3,G3,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,7,,1,1,0,0.5,0.5,G4,G4,,,,,
guitar-tab-sparse-vector,extra-note,nearby-voices-incorrectly-merged,7,,1,1,,0.25,,,B4,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,8,,1,1,1,1.25,0.25,G4,G4,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,8,,1,1,3,2.75,0.25,B3,B3,,,,,
guitar-tab-sparse-vector,onset-mismatch,onset-resnap-or-gap-pack,8,,1,1,0,0.5,0.5,B4,B4,,,,,
guitar-tab-sparse-vector,extra-note,nearby-voices-incorrectly-merged,8,,1,1,,0.25,,,C5,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,1,,1,1,3,2.75,0.25,E4,E4,,,,,
guitar-standard-chords-vector,onset-mismatch,complete-chord-wrong-onset,1,,1,1,3,2.75,0.25,G4,G4,,,,,
